,Ticker,Avg_Quotes,Avg_Trades,Avg_Spread
122,CTX,85441.3675889328,10575.241106719368,0.02564203352810131
474,TSO,73549.59683794467,10421.802371541502,0.02580258775186793
243,IGT,48932.739130434784,6425.03162055336,0.025850505121989963
517,WYN,30317.8023715415,3477.0276679841895,0.026085190546516916
215,GT,43062.12648221344,5856.667984189723,0.026244666578739678
256,JCI,55815.628458498024,6276.205533596838,0.026256922719476838
266,JWN,81581.29644268774,9841.739130434782,0.026455612519555343
196,FRX,35952.675889328064,4382.166007905138,0.02676141875766698
185,FHN,48434.58893280633,6865.434782608696,0.026839398315638276
4,ABT,84034.22924901186,12344.569169960474,0.02711530505858843
11,ADP,52131.18577075099,5678.316205533597,0.02783184240125289
367,PBG,28620.019762845848,2961.8418972332015,0.0279225428640297
413,ROST,57429.359683794464,8517.849802371542,0.027995735195574124
268,KBH,79613.1462450593,9007.304347826086,0.028161384147422724
528,YUM,56873.27272727273,6184.316205533597,0.028206144398416122
297,MAR,58209.577075098816,6748.660079051383,0.02834661003900837
444,STJ,44851.44664031621,5517.916996047431,0.028491050392531057
181,FDO,48279.798418972336,5383.059288537549,0.028576877083456912
155,ED,41441.49407114625,3751.0,0.029529250486652257
482,UNM,56848.58498023715,5956.826086956522,0.029545109657577572
363,ORLY,40740.47826086957,5367.264822134387,0.029820894203565533
449,SVU,34462.96837944664,3462.1541501976285,0.029862948226076422
162,EMR,82024.88537549406,9565.711462450592,0.029908178380623075
312,MI,80844.69960474309,8453.466403162056,0.030147955009567365
14,AEP,58226.671936758896,4846.794466403162,0.030176759176861575
337,NEM,98243.10276679842,14772.450592885376,0.030849085081697765
323,MRO,105561.28853754941,14321.537549407114,0.03114502914116812
252,ITW,63928.454545454544,6176.098814229249,0.03138771044522599
184,FFIV,42247.723320158104,7827.541501976285,0.03147086654063558
128,CVX,195338.42292490118,30650.241106719368,0.03160422388057249
369,PCAR,99994.05533596838,12483.403162055336,0.03173574788379212
361,OMC,40805.18972332016,4102.438735177866,0.031743147335066536
524,XRAY,40660.703557312256,4946.640316205534,0.03175243640523286
110,COP,171806.9090909091,25983.07114624506,0.031790797909819105
374,PCS,19126.691699604744,3232.889328063241,0.032319544546638185
406,RHI,34275.83003952569,2570.521739130435,0.032430354406812203
426,SEE,33692.98814229249,2386.897233201581,0.032523050006541605
111,COST,100492.02766798419,16436.169960474308,0.032805423138964535
187,FIS,30726.12648221344,3214.3636363636365,0.03281005796316165
385,PKI,22215.541501976284,1684.5296442687747,0.0329021905518456
65,BMC,35571.06719367589,3662.679841897233,0.033085764453703176
415,RRD,25467.96837944664,2065.316205533597,0.033279228928572505
488,UTX,84528.0395256917,12147.304347826086,0.03339250097262934
129,D,45924.28853754941,4685.193675889328,0.033559009287164224
368,PBI,37850.77470355731,2246.201581027668,0.033637176101565525
5,ACAS,45283.22134387352,6495.916996047431,0.03365904625070833
267,K,41417.343873517784,4361.438735177866,0.03373288454757341
257,JCP,97002.05533596838,10279.252964426878,0.03411398459346381
30,AMT,54099.407114624504,6825.782608695652,0.034244267757196176
24,ALL,90268.84980237154,8309.134387351778,0.034324949537810005
330,MWV,37227.41501976285,2390.177865612648,0.034346286661101344
233,HRB,24325.193675889328,3846.9407114624505,0.034928458712529774
356,NYT,15509.833992094862,1919.5177865612648,0.035053910215177946
404,RDC,65619.96442687747,6615.256916996047,0.03512135076632235
395,PTV,37425.233201581024,3415.822134387352,0.035292846416249905
188,FISV,53777.7628458498,6403.415019762846,0.03532902272695347
176,EXPD,69901.71936758893,8635.05138339921,0.03572746268714992
53,BBT,98743.12252964427,14474.743083003952,0.0360272607436104
370,PCG,40287.01185770751,3783.6363636363635,0.036310949100383474
59,BIG,35270.691699604744,4432.885375494071,0.036361680395597465
275,KMX,25579.628458498024,3437.7588932806325,0.03638682127671269
475,TSS,17181.782608695652,1232.1462450592885,0.036665050330349454
62,BK,106501.98418972333,16983.0790513834,0.03668178886303328
461,TEL,31750.537549407116,4609.209486166008,0.036953624071552185
278,KSS,92358.83399209486,11478.636363636364,0.037512840724117535
78,CAT,100407.79446640317,15169.810276679842,0.037550664844437844
238,HSY,28333.367588932808,2570.9367588932805,0.038081620744880765
205,GIS,37078.217391304344,4599.948616600791,0.038301450756621766
219,HAS,29780.596837944664,3201.7667984189725,0.038459154404940035
526,XTO,124842.77470355731,18124.05533596838,0.03861926475816327
392,PPL,45360.739130434784,4100.533596837945,0.03864700823522778
228,HOG,40050.7628458498,4704.501976284585,0.0387604462201932
484,UPS,75983.74308300395,9518.339920948616,0.03887498996165777
236,HSP,20912.774703557312,1582.4387351778655,0.03981682194884717
120,CTL,32955.19367588933,2589.5454545454545,0.03991186406084307
458,TDC,16531.193675889328,1740.6482213438735,0.04023595438882943
49,BA,77229.54545454546,11605.482213438736,0.04040486630265909
51,BAX,43512.750988142296,5899.711462450593,0.040772550807960654
381,PGN,37177.34782608696,2759.3557312252965,0.040818584862713496
145,DRI,37674.97233201581,3921.01185770751,0.04106350578157377
262,JNS,55068.118577075096,5634.608695652174,0.041298040832687496
66,BMS,27163.13438735178,1776.5415019762845,0.04138372971916528
418,RTN,47224.312252964424,5084.782608695652,0.04142738302857285
124,CVC,21217.87351778656,2239.7588932806325,0.041516977072878
396,PWR,36583.324110671936,4487.881422924901,0.04195331256802225
294,LXK,33141.0,3136.6600790513835,0.04215459210173761
86,CELG,71271.59683794467,13932.711462450592,0.04249574627771344
316,MMM,80020.52964426877,8932.02766798419,0.04306864025589236
416,RSG,24397.264822134388,2228.5256916996045,0.04310979923779539
141,DNR,38454.96837944664,4973.577075098814,0.04329287207284943
327,MTW,33128.02766798419,3922.320158102767,0.04338384178631649
336,NE,129425.8300395257,10035.549407114624,0.0434894442733064
335,NDAQ,56976.28853754941,8808.118577075098,0.04358448546440409
93,CINF,40004.371541501976,4170.683794466403,0.04376657633924786
60,BIIB,57936.06719367589,10121.869565217392,0.043771460170200165
274,KMB,40288.83003952569,4100.766798418972,0.043958342111434984
157,EIX,37975.624505928856,3462.6600790513835,0.044306396945300884
345,NRG,36369.624505928856,4521.541501976285,0.04438521525289411
253,IVZ,34970.071146245056,4587.04743083004,0.04454659861218255
13,AEE,28973.209486166008,2005.498023715415,0.04474555096778035
2,AAPL,416541.4229249012,94884.42687747035,0.04474857298364998
76,CAH,33372.09486166008,3677.01185770751,0.044777994117211756
304,MCO,57376.81027667984,6696.758893280632,0.044832579080267686
230,HOT,42650.501976284584,6257.632411067194,0.04515465452802537
211,GPC,28436.478260869564,1984.889328063241,0.045260913624197305
376,PEG,49280.2371541502,4361.197628458498,0.04543640286380761
156,EFX,22346.205533596836,1433.189723320158,0.04545201220706749
112,COV,31938.09486166008,4931.913043478261,0.04554587988358632
16,AET,49194.42687747035,6802.059288537549,0.04568431766622676
521,XL,48986.13043478261,7103.486166007905,0.045931733479191744
143,DOV,33319.52173913043,3126.2687747035575,0.04613053967332637
491,VIAB,25913.122529644268,3549.8577075098815,0.04658793269243711
3,ABC,22055.14229249012,2462.7470355731225,0.04695960753482176
37,APC,100223.88537549406,12650.494071146246,0.04752158184469498
80,CBE,35282.486166007904,3493.490118577075,0.04766051283624214
179,FAST,47946.24110671937,7024.826086956522,0.04788556770133344
310,MHP,31627.996047430832,3743.9288537549405,0.04813376191020391
31,AMZN,126392.46245059288,25877.770750988144,0.04817335158562432
166,EQR,57366.754940711464,6259.339920948617,0.04817504974749208
95,CL,46085.960474308304,5025.822134387352,0.049237246701313526
154,ECL,35707.50988142293,3601.98814229249,0.04959761859900037
314,MKC,17442.85770750988,1375.288537549407,0.04977380675346697
35,AOC,41708.960474308304,4090.6403162055335,0.04980004412798442
479,TXT,39908.296442687744,4973.466403162055,0.05010448139178942
118,CSX,70619.78656126482,8975.332015810276,0.05015162636759969
389,PNW,19213.312252964428,1369.5612648221345,0.050184691600740045
272,KIM,59407.786561264824,6104.584980237154,0.05039226259233781
512,WPI,19048.980237154152,1494.8458498023715,0.050446615805769895
309,MET,83943.11462450594,11851.636363636364,0.050479498074008256
487,UST,20139.790513833992,2934.098814229249,0.05052499938839041
470,TMO,38957.27272727273,4522.612648221344,0.05073218702639076
223,HCP,43973.498023715416,4257.383399209486,0.05125117320922323
430,SIAL,49518.49407114625,5291.308300395257,0.051434645487636876
190,FLIR,35069.05928853755,4884.565217391304,0.051639274221863624
159,EL,25343.268774703556,2833.7272727272725,0.051798109877295
47,AYE,37557.42687747035,3108.2569169960475,0.052162753210754385
91,CI,31543.059288537548,4906.841897233202,0.05280697438188584
338,NFLX,26450.711462450592,4017.3517786561265,0.053454869731854766
90,CHRW,55081.36363636364,7225.482213438735,0.05363701331699615
203,GENZ,57043.38339920949,9071.798418972332,0.05372434129997371
131,DDR,38043.63241106719,3681.296442687747,0.05418698827790284
505,WFT,120768.13438735178,16510.513833992096,0.05453914698101623
311,MHS,41285.407114624504,5550.545454545455,0.05454421781658686
146,DTE,27240.671936758892,1841.3359683794467,0.054588604781993975
472,TRV,64311.88537549407,6158.482213438735,0.05463853741334096
357,NYX,57923.88537549407,7331.494071146245,0.05472086983510888
106,COF,107473.30039525691,15852.03162055336,0.05573092536240751
508,WLP,45083.85770750988,6607.664031620553,0.05592533200625663
476,TWC,18193.513833992096,2057.600790513834,0.055972842168929095
451,SWN,73224.17786561266,9784.02371541502,0.05648843226920767
346,NSC,68335.0395256917,7189.577075098814,0.05662013565893874
98,CMA,62898.102766798416,6323.395256916996,0.05670702107895651
341,NKE,49791.62055335968,6272.494071146245,0.056752773979299335
165,EQ,25291.430830039524,2677.090909090909,0.05716831869565968
97,CLX,27220.96837944664,2753.0711462450595,0.057472721742765805
77,CAM,76523.41897233202,6891.154150197628,0.05764232718998458
403,RAI,26041.003952569168,2528.675889328063,0.05795022753182311
342,NOC,38202.577075098816,4033.6679841897235,0.05848218690912336
387,PLL,20391.462450592884,1580.2569169960475,0.05927033006017568
453,SYK,26551.249011857708,3186.786561264822,0.06014049610536659
442,SRE,35167.612648221344,3024.9565217391305,0.06056693072039565
466,TIF,39777.604743083,4275.533596837945,0.06061815237926141
351,NUE,100445.98023715414,11743.08695652174,0.06154286091160807
364,OXY,132412.62845849802,15382.0790513834,0.06185189287217574
195,FPL,38088.260869565216,4093.482213438735,0.0618568214730865
169,ESRX,52077.707509881424,8112.620553359684,0.06326554107273198
20,AIV,32354.426877470356,2707.5494071146245,0.06344325339162847
58,BHI,99459.6442687747,10473.620553359684,0.06369288507209896
180,FCX,134275.40316205533,22545.363636363636,0.0637617471668129
40,APOL,54827.85770750988,11105.837944664032,0.06384006890189604
423,SCG,21099.664031620552,1197.2411067193675,0.06385688611804133
79,CB,56980.1581027668,5052.901185770751,0.06391181121961957
240,IBM,92149.3557312253,13638.154150197628,0.064204728176338
208,GME,34594.071146245056,4729.853754940711,0.06434024766365647
132,DE,68612.41106719368,10889.509881422924,0.0644948815072492
288,LNC,46536.98023715415,4981.569169960474,0.06459089983473686
45,AVY,33825.798418972336,1847.4743083003953,0.06517540853853741
303,MCK,26990.130434782608,3414.1660079051385,0.0651942220348626
386,PLD,54649.9209486166,7039.260869565217,0.06560968327353633
136,DGX,18262.067193675888,2223.2608695652175,0.06591787044263718
87,CERN,20209.395256916996,3091.0553359683795,0.06609552139496638
249,IRM,13711.521739130434,1404.5691699604743,0.06610224398468066
109,COL,28374.434782608696,2498.411067193676,0.06615387506571063
350,NU,23438.94466403162,1624.288537549407,0.06708801079381486
126,CVH,24416.588932806324,2922.316205533597,0.0673106365824241
504,WFR,72976.57707509882,10021.241106719368,0.0673797725719642
18,AGN,32369.288537549408,4100.849802371542,0.0675643896640213
199,GAS,21824.83399209486,1220.897233201581,0.0676498617592839
39,APH,25851.948616600792,2456.897233201581,0.06783218506776433
175,EXC,58320.754940711464,6849.845849802372,0.06813632081920935
501,WEC,19688.608695652172,1489.3201581027668,0.06856250057756759
17,AFL,55808.98023715415,5756.636363636364,0.06880576053029186
343,NOV,117017.52173913043,13888.249011857708,0.0691591398715559
448,SUN,48101.754940711464,6296.280632411067,0.06927298099086589
71,BTU,109881.39130434782,13925.889328063242,0.06946978668039619
411,ROK,29931.82608695652,3126.4347826086955,0.069570099355819
371,PCL,48095.14624505929,3812.292490118577,0.06970728086242306
264,JOYG,66307.93280632411,8751.569169960474,0.07000248617022867
29,AMP,56895.04347826087,5054.146245059289,0.07042611962584645
457,TAP,19604.964426877472,2785.703557312253,0.07093814698355062
201,GD,46067.545454545456,4337.96442687747,0.07105500868615786
116,CSC,22926.15019762846,1932.5454545454545,0.07146921112960694
186,FII,29873.011857707508,2675.0474308300395,0.07149256335567454
226,HIG,73797.53359683795,9676.422924901186,0.07171667843492925
251,ITT,31983.359683794468,2877.2727272727275,0.07191492591108403
471,TROW,73516.58498023715,9777.90513833992,0.07199238824541834
305,MDP,15198.798418972332,997.1818181818181,0.07274943915851242
213,GR,29244.537549407116,2917.1699604743085,0.07301519422501786
23,AKS,64457.72727272727,8096.565217391304,0.07360976223592701
379,PFG,47362.35177865613,4613.940711462451,0.0737241193550822
239,HUM,34190.217391304344,4693.478260869565,0.07448260657969169
443,STI,74507.8814229249,9456.316205533596,0.07486379208372144
102,CMI,43160.66798418972,6361.158102766798,0.07639631232184477
445,STR,33936.482213438736,3214.193675889328,0.07681426140469907
529,ZMH,24762.245059288536,3138.99209486166,0.07875593507290422
194,FO,22799.703557312252,1691.810276679842,0.07923245051025858
431,SII,66000.77865612648,6790.588932806324,0.08052422558604154
234,HRL,8555.181818181818,745.7667984189724,0.08138380828024759
359,OI,24047.885375494072,3634.185770750988,0.08144452342210791
222,HCN,33998.63241106719,1848.197628458498,0.08157634460097805
33,ANF,44032.36758893281,4597.296442687747,0.08271439558808463
286,LM,52064.47826086957,4617.719367588933,0.08272656781723872
182,FDX,48914.395256917,5993.592885375494,0.08286278218406552
393,PRU,68035.33201581027,8881.743083003952,0.08306652235987509
138,DHR,38514.32015810277,4134.818181818182,0.0842709489989336
515,WY,47018.604743083,3702.110671936759,0.08448801531735195
360,OKE,23120.596837944664,1165.3675889328063,0.08475003395207885
441,SRCL,28593.652173913044,2966.1699604743085,0.08520184860233473
292,LUK,33378.84584980237,2046.99209486166,0.08527372914736951
64,BLL,24935.035573122528,1453.6600790513835,0.08557656214277103
183,FE,34142.74703557312,3194.8537549407115,0.08636485118663349
450,SWK,19849.193675889328,1148.1581027667985,0.08647751809813525
170,ESV,56727.928853754944,5801.711462450593,0.08703862522869966
429,SHW,31197.114624505928,3080.197628458498,0.0875813067285058
56,BDX,24652.359683794468,2399.415019762846,0.08779650633186925
489,VAR,19002.739130434784,2168.97628458498,0.08929281284488337
460,TEG,15821.91304347826,880.0316205533596,0.08990475206390479
383,PH,38121.628458498024,3418.8498023715415,0.09011010338394111
6,ACE,41732.01185770751,4662.501976284585,0.09016511418934763
68,BNI,64019.395256917,7186.743083003953,0.09022354690473716
7,ACS,20486.205533596836,1334.1818181818182,0.09139243650939836
398,PXD,43737.296442687744,3825.822134387352,0.09165540478800419
21,AIZ,27617.948616600792,2417.5691699604745,0.09167485530071763
499,WAT,20408.205533596836,2028.2727272727273,0.0923980181051366
42,ATI,63832.73122529644,4651.837944664032,0.09263024526511679
172,ETN,39557.69565217391,4246.762845849802,0.09397913783735623
496,VTR,42910.118577075096,2487.8695652173915,0.09436856492380577
